    1     1  
    2     1  
    3     1  
    4     1  
    8     1  
   10     1  
   12     1  
   18     1  
   22     1  
   26     1  
   29     1  
   37     1  
   42     1  
   48     1  
   57     1  
   64     1  
   70     1  
   80     1  
   89     1  
   98     1  
  106     1  
  119     1  
  129     1  
  138     1  
  153     1  
  164     1  
  176     1  
  192     1  
  205     1  
  217     1  
  228     1  
  248     1  
  263     1  
  277     1  
  296     1  
  313     1  
  327     1  
  348     1  
  367     1  
  384     1  
  400     1  
  424     1  
  442     1  
  461     1  
  486     1  
  508     1  
  526     1  
  552     1  
  575     1  
  597     1  
  618     1  
  618     1  
  649     1  
  671     1  
  695     1  
  725     1  
  750     1  
  775     1  
  806     1  
  832     1  
  860     1  
  882     1  
  918     1  
  946     1  
  974     1  
 1008     1  
 1038     1  
 1065     1  
 1101     1  
 1136     1  
 1166     1  
 1196     1  
 1236     1  
 1268     1  
 1301     1  
 1343     1  
 1377     1  
 1409     1  
 1449     1  
 1485     1  
 1524     1  
 1554     1  
 1601     1  
 1638     1  
 1673     1  
 1718     1  
 1758     1  
 1795     1  
 1840     1  
 1883     1  
 1921     1  
 1961     1  
 2014     1  
 2053     1  
 2097     1  
 2147     1  
 2190     1  
 2232     1  
 2284     1  
 2329     1  
 2376     1  
 2418     1  











