    1     1  
    3     1  
    7     1  
   15     1  
   23     1  
   36     1  
   48     1  
   67     1  
   85     1  
  108     1  
  127     1  
  155     1  
  183     1  
  215     1  
  246     1  
  285     1  
  318     1  
  361     1  
  402     1  
  450     1  
  494     1  
  545     1  
  595     1  
  653     1  
  706     1  
  767     1  
  825     1  
  892     1  
  948     1  
 1004     1  
 1053     1  
 1103     1  
 1152     1  
 1202     1  
 1248     1  
 1298     1  
 1341     1  
 1389     1  
 1434     1  
 1481     1  
 1524     1  
 1572     1  
 1624     1  
 1685     1  
 1757     1  
 1841     1  
 1925     1  
 2024     1  
 2135     1  
 2257     1  
 2386     1  
 2525     1  
 2684     1  
 2851     1  
 3028     1  
 3218     1  
 3414     1  
 3633     1  
 3863     1  
 4116     1  
 4320     1  
 4528     1  
 4693     1  
 4883     1  
 5067     1  
 5260     1  
 5468     1  
 5722     1  
 5959     1  
 6176     1  
 6383     1  
 6574     1  
 6761     1  
 6930     1  
 7092     1  
 7242     1  
 7387     1  
 7526     1  
 7656     1  
 7778     1  
 7892     1  











