    1     1  
    1     1  
    2     1  
    3     1  
    5     1  
    6     1  
   10     1  
   11     1  
   16     1  
   17     1  
   25     1  
   26     1  
   34     1  
   35     1  
   44     1  
   45     1  
   57     1  
   58     1  
   72     1  
   73     1  
   89     1  
   90     1  
  105     1  
  106     1  
  122     1  
  123     1  
  144     1  
  145     1  
  167     1  
  168     1  
  191     1  
  192     1  
  215     1  
  216     1  
  241     1  
  242     1  
  270     1  
  271     1  
  301     1  
  302     1  
  333     1  
  334     1  
  364     1  
  365     1  
  401     1  
  402     1  
  436     1  
  437     1  
  472     1  
  473     1  
  514     1  
  515     1  
  556     1  
  557     1  
  599     1  
  600     1  
  641     1  
  642     1  
  684     1  
  685     1  
  735     1  
  736     1  
  781     1  
  782     1  
  834     1  
  835     1  
  885     1  
  886     1  
  938     1  
  939     1  
  996     1  
  997     1  
 1049     1  
 1050     1  
 1109     1  
 1110     1  
 1166     1  
 1167     1  
 1232     1  
 1233     1  
 1296     1  
 1296     1  
 1298     1  
 1303     1  
 1304     1  
 1309     1  
 1320     1  
 1327     1  
 1336     1  
 1345     1  
 1354     1  
 1372     1  
 1381     1  
 1393     1  
 1407     1  
 1417     1  
 1437     1  
 1449     1  
 1464     1  
 1478     1  
 1489     1  
 1505     1  
 1515     1  
 1532     1  
 1547     1  
 1557     1  
 1569     1  
 1583     1  
 1594     1  
 1605     1  
 1615     1  
 1625     1  
 1635     1  
 1644     1  
 1652     1  
 1660     1  
 1665     1  
 1670     1  
 1675     1  
 1677     1  
 1679     1  

 1297     2  
 1299     2  
 1302     2  
 1305     2  
 1308     2  
 1319     2  
 1326     2  
 1337     2  
 1344     2  
 1355     2  
 1374     2  
 1382     2  
 1394     2  
 1408     2  
 1418     2  
 1435     2  
 1448     2  
 1465     2  
 1476     2  
 1490     2  
 1506     2  
 1516     2  
 1533     2  
 1546     2  
 1556     2  
 1570     2  
 1584     2  
 1595     2  
 1604     2  
 1614     2  
 1626     2  
 1636     2  
 1645     2  
 1653     2  
 1659     2  
 1666     2  
 1671     2  
 1674     2  
 1678     2  
 1680     2  
 1681     2  










