    1     1  
    2     1  
    5     1  
   11     1  
   17     1  
   24     1  
   34     1  
   45     1  
   58     1  
   73     1  
   88     1  
  105     1  
  123     1  
  143     1  
  167     1  
  190     1  
  216     1  
  242     1  
  270     1  
  301     1  
  335     1  
  364     1  
  401     1  
  436     1  
  472     1  
  513     1  
  555     1  
  600     1  
  641     1  
  686     1  
  736     1  
  781     1  
  834     1  
  885     1  
  940     1  
  996     1  
 1050     1  
 1110     1  
 1166     1  
 1233     1  
 1295     1  
 1356     1  
 1423     1  
 1490     1  
 1563     1  
 1635     1  
 1703     1  
 1778     1  
 1851     1  
 1930     1  
 2012     1  
 2092     1  
 2176     1  
 2254     1  
 2341     1  
 2425     1  
 2517     1  
 2605     1  
 2697     1  
 2787     1  
 2882     1  
 2980     1  
 3078     1  
 3176     1  
 3277     1  
 3380     1  
 3485     1  
 3586     1  
 3693     1  
 3806     1  
 3914     1  
 4024     1  
 4133     1  
 4255     1  
 4372     1  
 4492     1  
 4492     1  









